Tema 32;El contenido del Consejo Superior de Tráfico, Seguridad Vial y Movilidad Sostenible previsto en el Texto Refundido sobre tráfico, circulación de vehículos a motor y seguridad vial fue modificado por:;B;Por la Ley Orgánica 19/2008.;Por la Ley 18/2009.;Por la Ley 12/2007.;Por Real Decreto Ley 12/2007.;;;
Tema 11;Código Penal. Son causas de una posible denegación de la libertad condicional:;A;Cuando el penado hubiere eludido el cumplimiento de las responsabilidades pecuniarias o la reparación del daño económico causado a la Administración a que hubiere sido condenado;Cuando el penado no hubiera dado información inexacta o insuficiente sobre el paradero de bienes u objetos cuyo decomiso hubiera sido acordado;Cuando el penado dé cumplimiento conforme a su capacidad al compromiso de pago de las responsabilidades civiles a que hubiera sido condenado;Todas las respuestas son acertadas;;;
Tema 11;Código Penal. El plazo de suspensión y libertad condicional se computara:;C;Desde el día siguiente a la puesta en libertad del penado;Desde la fecha en la que conste la solicitud de la libertad condicional por el penado como parte actora del procedimiento;Desde la fecha de puesta en libertad del penado;Todas las respuestas son erróneas;;;
Tema 11;Código Penal. ¿A partir de qué edad al penado se le puede conceder excepcionalmente la libertad condicional sin que éste haya cumplido la mitad, dos tercios o tres cuartos de la condena?;B;A partir de los 65 años;A partir de los 70 años;???A partir de los 60 años;?A partir de los 67 años;;;
Tema 11;Código Penal. ¿Qué circunstancias pueden tenerse en cuenta para conceder la libertad condicional del penado sin que éste haya amortizado un mínimo de pena?;B;Que sea mayor de 65 años;Que se trate de un penado enfermo muy grave con padecimientos incurables;???Las respuestas a) y b) son acertadas;Las respuestas a) y b) son acertadas;;;
Tema 11;Código Penal. ¿Qué circunstancias pueden tenerse en cuenta para conceder la libertad condicional del penado sin que éste haya amortizado un mínimo de pena?;C;Que sea mayor de 70 años;Que se trate de un penado enfermo muy grave con padecimientos incurables;Las respuestas a) y b) son acertadas;Las respuestas a) y b) son acertadas;;;
Tema 11;Código Penal. A los efectos previstos para la sustitución de las penas privativas de libertadse consideran reos habituales:;C;Los que hubieren cometido tres o más delitos de los comprendidos en un mismo capítulo, en un plazo no superior a cinco años, y hayan sido condenados o enjuiciados por ello;Los que hubieren cometido tres o más delitos de los comprendidos en un mismo capítulo, en un plazo no superior a cinco años, y hayan sido enjuiciados por ello;Los que hubieren cometido tres o más delitos de los comprendidos en un mismo capítulo, en un plazo no superior a cinco años, y hayan sido condenados por ello;Todas las respuestas son erróneas;;;
Tema 11;Código Penal. La responsabilidad civil consiste en:;D;La restitución;La reparación del daño;La indemnización de perjuicios materiales y morales;Todas las respuestas son acertadas;;;
Tema 11;Código Penal. Si un tercero de buena fe adquiere un bien procedente de un delito:;C;No deberá restituirlo si se acredita la buena fe.;No deberá restituirlo si lo ha adquirido legalmente;Deberá restituirlo dejando a salvo su derecho de repetición;Deberá restituirlo y no tendrá en ningún caso a ejercer el derecho de repetición;;;
Tema 11;Código Penal. ¿En qué consiste la reparación?;D;En obligaciones de dar;En obligaciones de hacer;En obligaciones de no hacer;Todas las respuestas son acertadas;;;
Tema 11;Código Penal. La indemnización de perjuicios lo será:;B;Por daños materiales exclusivamente ya que los daños morales no se contemplan como indemnizables;Por daños materiales y por daños morales;Por daños morales exclusivamente;Todas las respuestas son erróneas;;;
Tema 11;Código Penal. El conocido como concurso de leyes se encuentra previsto en el artículo:;A;8;77,1;73 al 77;74;;;
Tema 11;Código Penal. El conocido como concurso ideal se encuentra previsto en el artículo:;B;8.1;77.1;76.1;74.2;;;
Tema 11;Código Penal. El funcionario de correos que se apodera de un sobre le es de aplicación:;B;Un único delito;Un concurso ideal;Un concurso real;Un concurso de leyes;;;
Tema 11;Código Penal. El sujeto que propina un puñetazo a un agente de la autoridad le es de aplicación:;B;Un único delito;Un concurso ideal al existir dos delitos;Un concurso real al existir dos delitos;Un concurso de leyes al poderse castigar una única acción;;;
Tema 11;Código Penal. La pluralidad de acciones y unidad de delito constituye:;D;El delito masa;El delito continuado;El concurso de leyes;Las respuestas a) y b) son acertadas;;;
Tema 11;Código Penal. ¿En qué consiste el delito continuado?;C;Se trata de un supuesto en el que el conjunto de infracciones se castigan en varios delitos;Se trata de supuestos en los que en ejecución de un plan preconcebido o aprovechando idéntica ocasión se realizan una pluralidad de acciones u omisiones que ofendan a uno o varios sujetos e infrinjan el mismo precepto penal en todo caso;Se trata de supuestos en los que en ejecución de un plan preconcebido o aprovechando idéntica ocasión se realizan una pluralidad de acciones u omisiones que ofendan a uno o varios sujetos e infrinjan el mismo precepto penal o preceptos de igual o semejante naturaleza;Todas las respuestas son acertadas;;;
Tema 11;El trabajador de una fotocopiadora que todos los días aprovechando su situación se queda con una pequeña o gran cantidad de euros de la caja registradora es un sujeto al que se le aplica para su castigo:;B;Un delito de hurto con agravante del artículo 236;Un delito de hurto continuado;Un delito de apropiación indebida agravado;Todas las respuestas son erróneas;;;
Tema 11;En el delito continuado ha de existir:;D;Unidad de acción;Pluralidad de acciones u omisiones;La infracción de un mismo precepto penal o de igual de semejante naturaleza;Las respuestas b) y c) son acertadas;;;
Tema 11;Código Penal. Reglas generales para la aplicación de las penas: Pena aplicable para los cómplices en un delito intentado...;C;Pena inferior en uno o dos grados a la fijada por la Ley para los autores del mismo delito;Pena superior en grado a la fijada por la Ley para los autores del mismo delito;Pena inferior en grado a la fijada por la Ley para los autores del mismo delito;Pena en su mitad inferior en dos grados a la fijada por la Ley para los autores del mismo delito;;;
Tema 11;Código Penal. Reglas generales para la aplicación de las penas: Cuando en el inductor o en el cooperador necesario no concurran las condiciones, cualidades o relaciones personales que fundamentan la culpabilidad del autor...;B;Los jueces o tribunales podrán imponer la pena inferior en uno o dos grados a la señalada por la ley para la infracción de que se trate;Los jueces o tribunales podrán imponer la pena inferior en grado a la señalada por la ley para la infracción de que se trate;Los jueces o tribunales no podrán imponer la pena inferior en grado a la señalada por la ley para la infracción de que se trate;Todas las respuestas son erróneas;;;
Tema 11;Código Penal. Reglas generales para la aplicación de las penas. En la aplicación de la pena, tratándose de delitos dolosos, los jueces o tribunales observarán las siguientes reglas: Cuando concurra sólo una circunstancia atenuante, aplicarán la pena...;D;En la mitad superior de la que fije la ley para el delito;Inferior en grado de la que fije la ley para el delito;Inferior en uno o dos grados de la que fije la ley para el delito;En la mitad inferior de la que fije la ley para el delito;;;
Tema 11;Código Penal. Reglas generales para la aplicación de las penas. En la aplicación de la pena, tratándose de delitos dolosos, los jueces o tribunales observarán las siguientes reglas: Cuando concurran dos o más circunstancias atenuantes, o una o varias muy cualificadas, y no concurra agravante alguna...;A;Aplicarán la pena inferior en uno o dos grados a la establecida por la ley, atendidos el número y la entidad de dichas circunstancias atenuantes;Aplicarán la pena inferior dos o tres grados a la establecida por la ley, atendidos el número y la entidad de dichas circunstancias atenuantes;?Aplicarán la pena inferior en un grado en todo caso a la establecida por la ley, atendidos el número y la entidad de dichas circunstancias atenuantes;Todas las respuestas son acertadas;;;
Tema 11;Código Penal. Reglas generales para la aplicación de las penas. En la aplicación de la pena, tratándose de delitos dolosos, los jueces o tribunales observarán las siguientes reglas: Cuando concurra sólo una o dos circunstancias agravantes, aplicarán la pena...;C;En la mitad inferior de la que fije la ley para el delito;En la mitad superior pudiendo llegar a la inferior de pena superior en grado de la que fije la ley para el delito;En la mitad superior de la que fije la ley para el delito;En la mitad superior en su grado máximo de la que fije la ley para el delito;;;
Tema 11;Código Penal. Reglas generales para la aplicación de las penas. En la aplicación de la pena, tratándose de delitos dolosos, los jueces o tribunales observarán las siguientes reglas: Cuando concurran más de dos circunstancias agravantes y no concurra atenuante alguna...;B;Podrán aplicar la pena inferior en grado a la establecida por la ley, en su mitad inferior;Podrán aplicar la pena superior en grado a la establecida por la ley, en su mitad inferior;Podrán aplicar la pena superior en uno o dos grados a la establecida por la ley, en su mitad inferior;Todas las respuestas son erróneas;;;
Tema 11;Código Penal. Reglas generales para la aplicación de las penas. En la aplicación de la pena, tratándose de delitos dolosos, los jueces o tribunales observarán las siguientes reglas: Cuando concurra la circunstancia agravante de reincidencia con la cualificación de que el culpable al delinquir hubiera sido condenado ejecutoriamente, al menos, por tres delitos comprendidos en el mismo título de este Código, siempre que sean de la misma naturaleza...;A;Podrán aplicar la pena superior en grado a la prevista por la ley para el delito de que se trate, teniendo en cuenta las condenas precedentes, así como la gravedad del nuevo delito cometido;Podrán aplicar la pena superior en uno o dos grados a la prevista por la ley para el delito de que se trate, teniendo en cuenta las condenas precedentes, así como la gravedad del nuevo delito cometido;Podrán aplicar la pena superior en grado pudiendo llegar a la superior en grado en su mitad inferior a la prevista por la ley para el delito de que se trate, teniendo en cuenta las condenas precedentes, así como la gravedad del nuevo delito cometido;Todas las respuestas son acertadas;;;
Tema 11;Código Penal. Reglas generales para la aplicación de las penas. En la aplicación de la pena, tratándose de delitos dolosos, los jueces o tribunales observarán las siguientes reglas: Cuando no concurran atenuantes ni agravantes aplicarán...;A;La pena establecida por la ley para el delito cometido, en la extensión que estimen adecuada, en atención a las circunstancias personales del delincuente y a la mayor o menor gravedad del hecho;La pena superior en grado a la establecida por la Ley;La pena superior en uno o dos grados a la establecida por la ley para el delito cometido, en la extensión que estimen adecuada, en atención a las circunstancias personales del delincuente y a la mayor o menor gravedad del hecho;La pena inferior en uno o dos grados a la establecida por la ley para el delito cometido, en la extensión que estimen adecuada, en atención a las circunstancias personales del delincuente y a la mayor o menor gravedad del hecho;;;
Tema 11;Código Penal. Reglas generales para la aplicación de las penas. En la aplicación de la pena, tratándose de delitos dolosos, los jueces o tribunales observarán las siguientes reglas: Cuando los jueces o tribunales apliquen la pena inferior en más de un grado...;A;Podrán hacerlo en toda su extensión;No podrán hacerlo en toda su extensión;Podrán hacerlo en toda su extensión siempre que el delito de forma expresa así lo determine;Todas las respuestas son acertadas;;;
Tema 11;Código Penal. Reglas especiales para la aplicación de las penas. Al responsable de dos o más delitos se le impondrán:;C;Todas las penas correspondientes a las diversas infracciones para su cumplimiento simultáneo en su grado superior, si fuera posible, por la naturaleza y efectos de las mismas.;Todas las penas correspondientes a las diversas infracciones para su cumplimiento simultáneo en su grado medio, si fuera posible, por la naturaleza y efectos de las mismas.;Todas las penas correspondientes a las diversas infracciones para su cumplimiento simultáneo, si fuera posible, por la naturaleza y efectos de las mismas.;Todas las respuestas son acertadas;;;
Tema 11;Código Penal. Reglas especiales para la aplicación de las penas. Cuando el sujeto haya sido condenado por dos o más delitos y, al menos, uno de ellos esté castigado por la ley con pena de prisión permanente revisable, la progresión a tercer grado requerirá del cumplimiento:;D;de un mínimo de dieciocho años de prisión, cuando el penado lo haya sido por varios delitos, uno de ellos esté castigado con pena de prisión permanente revisable y el resto de las penas impuestas sumen un total que exceda de cinco años.;de un mínimo de veinte años de prisión, cuando el penado lo haya sido por varios delitos, uno de ellos esté castigado con una pena de prisión permanente revisable y el resto de las penas impuestas sumen un total que exceda de quince años.;de un mínimo de veintidós años de prisión, cuando el penado lo haya sido por varios delitos y dos o más de ellos estén castigados con una pena de prisión permanente revisable, o bien uno de ellos esté castigado con una pena de prisión permanente revisable y el resto de penas impuestas sumen un total de veinticinco años o más.;Todas las respuestas son acertadas;;;
Tema 11;Código Penal. De acuerdo con el artículo 76 ...el máximo de cumplimiento efectivo de la condena del culpable no podrá exceder:;C;Del doble del tiempo por el que se le imponga la más grave de las penas en que haya incurrido, declarando extinguidas las que procedan desde que las ya impuestas cubran dicho máximo, que no podrá exceder de 20 años;Del cuádruplo del tiempo por el que se le imponga la más grave de las penas en que haya incurrido, declarando extinguidas las que procedan desde que las ya impuestas cubran dicho máximo, que no podrá exceder de 20 años;Del triple del tiempo por el que se le imponga la más grave de las penas en que haya incurrido, declarando extinguidas las que procedan desde que las ya impuestas cubran dicho máximo, que no podrá exceder de 20 años;Todas las respuestas son acertadas;;;
Tema 11;Código penal. Suspensión de la ejecución de las penas privativas de libertad Completa la siguiente frase. Los jueces o tribunales, mediante resolución motivada, podrán dejar en suspenso la ejecución de las penas privativas de libertad...;C;No superiores a tres años cuando sea razonable esperar que la ejecución de la pena no sea necesaria para evitar la comisión futura por el penado de nuevos delitos;No superiores a cinco años cuando sea razonable esperar que la ejecución de la pena no sea necesaria para evitar la comisión futura por el penado de nuevos delitos;No superiores a dos años cuando sea razonable esperar que la ejecución de la pena no sea necesaria para evitar la comisión futura por el penado de nuevos delitos;No superiores a diez años cuando sea razonable esperar que la ejecución de la pena no sea necesaria para evitar la comisión futura por el penado de nuevos delitos;;;
Tema 11;Código penal. Suspensión de la ejecución de las penas privativas de libertad. De acuerdo con el artículo 80 serán condiciones necesarias para dejar en suspenso la ejecución de la pena, las siguientes:;D;Que el condenado haya delinquido por primera vez;Que la pena o la suma de las impuestas no sea superior a dos años sin incumplir en el cómputo el impago de la multa;Que se hayan satisfecho las responsabilidades civiles y el decomiso efectivo acordado en la sentencia;Todas las respuestas son acertadas;;;
Tema 11;Código penal. Suspensión de la ejecución de las penas privativas de libertad. De acuerdo con el artículo 80 y a los efectos de que el condenado haya delinquido por primera vez no se tendrán en cuenta:;D;Las condenas por delitos imprudentes;Las condenas por delitos leves;Los antecedentes cancelados;Todas las respuestas son acertadas;;;
Tema 11;Código penal. Suspensión de la ejecución de las penas privativas de libertad. De acuerdo con el artículo 81 el plazo de suspensión será:;B;De uno a cinco años para las penas privativas de libertad no superiores a dos años, y de seis meses a un año para las penas leves;De dos a cinco años para las penas privativas de libertad no superiores a dos años, y de tres meses a un año para las penas leves;De uno a dos años para las penas privativas de libertad no superiores a dos años, y de tres meses a un año para las penas leves;De cinco a diez años para las penas privativas de libertad no superiores a dos años, y de seis meses a un año para las penas leves;;;
Tema 11;Código penal. Prisión permanente revisable. El tiempo mínimo para poder acceder al tercer grado cuando el penado lo haya sido por varios delitos, uno de ellos esté castigado con pena de prisión permanente revisable y el resto de las penas impuestas sumen un total que exceda de cinco años será de:;A;18 años;20 años;22 años;32 anos;;;
Tema 11;Código penal. Prisión permanente revisable. El tiempo mínimo para poder acceder al tercer grado cuando el penado lo haya sido por varios delitos, uno de ellos esté castigado con pena de prisión permanente revisable y el resto de las penas impuestas sumen un total que exceda de quince años será de:;C;18 años;20 años;22 años;25 años;;;
Tema 11;Código penal. Prisión permanente revisable. El tiempo mínimo para poder acceder al tercer grado cuando el penado lo haya sido por varios delitos, uno de ellos esté castigado con pena de prisión permanente revisable y el resto de las penas impuestas sumen un total que exceda de veinticinco años o más será de:;C;30 años;20 años;22 años;25 años;;;
Tema 11;Código penal. Prisión permanente revisable. El tiempo mínimo para poder acceder al tercer grado cuando el penado lo haya sido por varios delitos, uno de ellos esté castigado con pena de prisión permanente revisable y el resto de las penas impuestas sumen un total que exceda de cinco años si se trata de delitos referentes a organizaciones y grupos terroristas y delitos de terrorismo será de:;B;28 años;24 años;18 años;25 años;;;
Tema 11;Código penal. Prisión permanente revisable. El tiempo mínimo para poder acceder al tercer grado cuando el penado lo haya sido por varios delitos, uno de ellos esté castigado con pena de prisión permanente revisable y el resto de las penas impuestas sumen un total que exceda de quince años si se trata de delitos referentes a organizaciones y grupos terroristas y delitos de terrorismo será de:;B;28 años;24 años;20 años;25 años;;;
Tema 11;Código penal. Prisión permanente revisable. El tiempo mínimo para poder acceder al tercer grado cuando el penado lo haya sido por varios delitos, uno de ellos esté castigado con pena de prisión permanente revisable y el resto de las penas impuestas sumen un total que exceda de veinticinco años o más si se trata de delitos referentes a organizaciones y grupos terroristas y delitos de terrorismo será de:;C;22 años;30 años;32 anos;35 años;;;
Tema 11;Código penal. Prisión permanente revisable. Cuando el penado lo haya sido por varios delitos, uno de ellos esté castigado con pena de prisión permanente revisable y el resto de las penas impuestas sumen un total que exceda de cinco años para poderle ser suspendida la pena en su caso, deberá haber extinguido salvo si se trata de delitos referentes a organizaciones y grupos terroristas y delitos de terrorismo al menos:;A;25 años;18 anos;20 años;22 años;;;
Tema 11;Código penal. Prisión permanente revisable. Cuando el penado lo haya sido por varios delitos, uno de ellos esté castigado con pena de prisión permanente revisable y el resto de las penas impuestas sumen un total que exceda de veinticinco años o más, para poderle ser suspendida la pena en su caso, deberá haber extinguido salvo si se trata de delitos referentes a organizaciones y grupos terroristas y delitos de terrorismo al menos:;B;25 años;30 años;28 años;40 años;;;
Tema 11;Código penal. Prisión permanente revisable. Cuando el penado lo haya sido por varios delitos, uno de ellos esté castigado con pena de prisión permanente revisable y el resto de las penas impuestas sumen un total que exceda de cinco años para poderle ser suspendida la pena en su caso, deberá haber extinguido si se trata de delitos referentes a organizaciones y grupos terroristas y delitos de terrorismo al menos:;C;26 años;30 años;28 años;32 años;;;
Tema 11;Código penal. Prisión permanente revisable. Cuando el penado lo haya sido por varios delitos, uno de ellos esté castigado con pena de prisión permanente revisable y el resto de las penas impuestas sumen un total que exceda de quince años para poderle ser suspendida la pena en su caso, deberá haber extinguido si se trata de delitos referentes a organizaciones y grupos terroristas y delitos de terrorismo al menos:;A;28 años;26 años;30 años;32 años;;;
Tema 11;Código penal. Prisión permanente revisable. Cuando el penado lo haya sido por varios delitos, uno de ellos esté castigado con pena de prisión permanente revisable y el resto de las penas impuestas sumen un total que exceda de veinticinco años o más para poderle ser suspendida la pena en su caso, deberá haber extinguido si se trata de delitos referentes a organizaciones y grupos terroristas y delitos de terrorismo al menos:;B;30 años;35 años;38 años;40 años;;;
Tema 11;Código penal. Prisión permanente revisable. El tiempo mínimo para poder acceder al tercer grado cuando el penado lo haya sido por un delito de prisión permanente revisable salvo si se trata de delitos referentes a organizaciones y grupos terroristas y delitos de terrorismo debe ser de:;B;12 años;15 años;18 años;20 años;;;
Tema 11;Código penal. Prisión permanente revisable. El tiempo mínimo para poder acceder al tercer grado cuando el penado lo haya sido por un delito de prisión permanente revisable si se trata de delitos referentes a organizaciones y grupos terroristas y delitos de terrorismo debe ser de:;D;12 años;15 años;22 años;20 años;;;
Tema 11;Código penal. Prisión permanente revisable. El plazo mínimo que debe haberse extinguido para la obtención de permisos será salvo si se trata de delitos referentes a organizaciones y grupos terroristas y delitos de terrorismo de:;D;12 años;10 años;15 años;8 años;;;
Tema 11;Código penal. Prisión permanente revisable. El plazo mínimo que debe haberse extinguido para la obtención de permisos será si se trata de delitos referentes a organizaciones y grupos terroristas y delitos de terrorismo de:;A;12 años;15 años;10 años;16 años;;;
Tema 11;Código penal. Prisión permanente revisable. Plazo de duración de suspensión de la condena:;B;De dos a cinco años;De cinco a diez años;De diez a veinte años;De seis a ocho años;;;
Tema 11;Código penal. Prisión permanente revisable. Requisitos para solicitar la suspensión de la pena por un delito:;D;Que el penado haya cumplido veinticinco años de su condena, sin perjuicio de lo dispuesto en el artículo 78 bis para los casos regulados en el mismo;Que se encuentre en el 3° grado penitenciario;Que el tribunal, a la vista de la personalidad del penado, sus antecedentes, las circunstancias del delito cometido, la relevancia de los bienes jurídicos que podrían verse afectados por una reiteración en el delito, su conducta durante el cumplimiento de la pena, sus circunstancias familiares y sociales, y los efectos que quepa esperar de la propia suspensión de la ejecución y del cumplimiento de las medidas que fueren impuestas, pueda fundar, previa valoración de los informes de evolución remitidos por el centro penitenciario y por aquellos especialistas que el propio tribunal determine, la existencia de un pronóstico favorable de reinserción social.;Todas las respuestas son acertadas;;;
Tema 11;Código penal. Prisión permanente revisable. Plazo establecido para la revisión de la suspensión de la pena:;D;Al menos cada diez años;Al menos cada cuatro años;Al menos cada seis años;Al menos cada dos años;;;
Tema 11;Código penal. Prisión permanente revisable. Cuando el penado lo haya sido por varios delitos, uno de ellos esté castigado con pena de prisión permanente revisable y el resto de las penas impuestas sumen un total que exceda de quince años, para poderle ser suspendida la pena en su caso, deberá haber extinguido salvo si se trata de delitos referentes a organizaciones y grupos terroristas y delitos de terrorismo al menos:;A;25 años;30 años;28 años;32 años;;;
Tema 11;Ley Orgánica 10/1995, de 23 de noviembre, del Código Penal. El error invencible sobre un hecho constitutivo de la infracción pena:;B;Será castigada, en su caso, como imprudente.;Excluye la responsabilidad criminal.;Se aplicará la pena inferior en un grado en todo caso;Se aplicará la pena inferior en uno o dos grados.;;;
Tema 11;Ley Orgánica 10/1995, de 23 de noviembre, del Código Penal. El error vencible sobre un hecho constitutivo de la infracción penal, atendidas las circunstancias del hecho y las personales del autor:;A;Será castigada, en su caso, como imprudente.;Excluye la responsabilidad criminal.;Se aplicará la pena inferior en un grado en todo caso;Se aplicará la pena inferior en uno o dos grados.;;;
Tema 11;Ley Orgánica 10/1995, de 23 de noviembre, del Código Penal El error sobre un hecho que cualifique la infracción:;D;Se aplicará la pena inferior en uno o dos grados.;Será castigada, en su caso, como imprudente.;Excluye la responsabilidad criminal.;Impedirá su apreciación;;;
Tema 11;Ley Orgánica 10/1995, de 23 de noviembre, del Código Penal El error sobre un hecho sobre una circunstancia agravante:;B;Excluye la responsabilidad criminal.;Impedirá su apreciación;Se aplicará la pena inferior en uno o dos grados.;Será castigada, en su caso, como imprudente.;;;
Tema 11;Ley Orgánica 10/1995, de 23 de noviembre, del Código Penal. El error invencible sobre la ilicitud del hecho constitutivo de la infracción penal:;B;Será castigada, en su caso, como imprudente.;Excluye la responsabilidad criminal.;Se aplicará la pena inferior en un grado en todo caso;Se aplicará la pena inferior en uno o dos grados.;;;
Tema 11;Ley Orgánica 10/1995, de 23 de noviembre, del Código Penal. El error vencible sobre la ilicitud del hecho constitutivo de la infracción penal:;D;Será castigada, en su caso, como imprudente.;???Excluye la responsabilidad criminal.;Se aplicará la pena inferior en un grado en todo caso;Se aplicará la pena inferior en uno o dos grados;;;
Tema 11;Código Penal. Completa la siguiente frase respecto a la concesión de la libertad condicional: A propuesta de Instituciones Penitenciarias y previo informe del Ministerio Fiscal y de las demás partes, cumplidas las circunstancias de las letras a) y c) del apartado anterior, el juez de vigilancia penitenciaria podrá adelantar, una vez extinguida_________________, la concesión de la libertad condicional en relación con el plazo previsto en el apartado anterior, hasta un máximo de noventa días por cada año transcurrido de cumplimiento efectivo de condena. Esta medida requerirá que el penado haya desarrollado continuadamente las actividades indicadas en la letra b) de este apartado y que acredite, además, la participación efectiva y favorable en programas de reparación a las víctimas o programas de tratamiento o desintoxicación, en su caso.;B;La cuarta parte de la condena;La mitad de la condena;Las dos terceras partes de la condena;La quinta parte de la condena;;;
Tema 14;Los delitos contra el patrimonio están regulados:;A;En el Título XIII;En el Título X;En el Título IV;En los títulos XII y XIII;;;
Tema 14;Los delitos contra el patrimonio y el orden socioeconómico están contenidos en:;D;Seis capítulos;Doce capítulos;Diez capítulos;Catorce Capítulos;;;
Tema 14;Cuantos artículos tiene el capítulo 1° del Título XIII del Código Penal:;C;Dos;Uno;Tres;Diecisiete;;;
Tema 14;Según el artículo 268 del Código penal:;D;Están exentos de responsabilidad criminal y sujetos únicamente a la civil los cónyuges que no estuvieren separados legalmente o de hecho o en proceso judicial de separación, divorcio o nulidad de su matrimonio;Los ascendientes, descendientes y hermanos por naturaleza o por adopción, así como los afines en primer grado si viviesen juntos, por los delitos patrimoniales que se causaren entre sí, siempre que no concurra violencia o intimidación;Este artículo no dispone este precepto sino en el artículo 269.;Las respuestas a) y b) son correctas.;;;
Tema 14;La pena del delito de robo con fuerza en las cosas en su modalidad básica es de:;B;De 2 a 3 años;De 1 a 3 años;De 2 a 5 años;Todas las respuestas dadas son falsas.;;;
Tema 14;El hurto queda definido en su modalidad básica:;A;En el artículo 234;En el artículo 235;En el artículo 236;En el artículo 243;;;
Tema 14;¿Cuál es la cantidad para diferenciar la falta de hurto con el delito en la actualidad?;D;400 Euros;401 Euros;300 Euros;En la actualidad no existe falta de hurto;;;
Tema 14;¿Cuál es la cantidad para diferenciar la falta de robo con el delito en la actualidad?;D;250 Euros;400 Euros;300 Euros;Todas las respuestas son falsas;;;
Tema 14;Comete delito de hurto el que:;A;Con ánimo de lucro, tomare las cosas muebles ajenas sin la voluntad de su dueño;Con ánimo de lucro, se apoderaren de las cosas muebles ajenas empleando fuerza en las cosas para acceder al lugar donde éstas se encuentren o violencia o intimidación en las personas;Sin ánimo de lucro, tomare las cosas muebles ajenas sin la voluntad de su dueño;Las respuestas a) y b) son correctas;;;
Tema 14;¿Qué Ley modificó el contenido del tipo penal del hurto?;B;Ley 8/2004;Ley 1/2015;Ley 4/2008;Ley de bases 13/2005;;;
Tema 14;¿Cuantas faltas de hurto tipificadas en el artículo 623?1 del Código Penal se requieren para que las mismas den lugar a la comisión de un delito de hurto?;D;4 faltas;2 faltas;3 faltas;Todas son falsas ya que las faltas ya no existen en el Código Penal desde el 1 de julio de 2015;;;
Tema 14;La modalidad básica del delito de hurto se castiga en su artículo 234 con:;B;Pena de prisión de ocho a dieciocho meses;Pena de prisión de seis a dieciocho meses;Pena de prisión de seis a doce meses;Pena de multa de diez a cuarenta días y localización permanente por tiempo superior a un mes y no inferior a tres meses.;;;
Tema 14;Si la cuantía de lo sustraído no excede de 400 euros en el delito de hurto la pena a imponer será:;C;Multa de seis a dieciocho meses;Multa de tres a seis meses;Multa de uno a tres meses;Multa de uno a dos meses;;;
Tema 14;¿Con que pena se castiga la acumulación de faltas prevista en el artículo 234 párrafo segundo?;D;Pena de prisión de ocho a dieciocho meses;Pena de prisión de seis a dieciocho meses;Pena de prisión de seis a doce meses;Todas las respuestas son falsas;;;
Tema 14;Se considera una circunstancia agravada del delito de hurto:;D;Realizar el hecho con alevosía;Cuando se sustraigan cosas de valor artístico, histórico, cultural o científico.;Cuando ponga a la víctima o a su familia en grave situación económica o se haya realizado abusando de las circunstancias personales de la víctima.;Las contestaciones b) y c) son verdaderas.;;;
Tema 14;Se considera una circunstancia agravada del delito de hurto:;D;Cuando revista especial gravedad, atendiendo al valor de los efectos sustraídos o se produjeren perjuicios de especial consideración.;Cuando se sustraigan cosas de valor artístico, histórico, cultural o científico.;Cuando ponga a la víctima o a su familia en grave situación económica o se haya realizado abusando de las circunstancias personales de la víctima.;Todas las contestaciones son verdaderas.;;;
Tema 14;Se considera una circunstancia agravada del delito de hurto:;A;Cuando se trate de cosas de primera necesidad y se cause una situación de desabastecimiento;Cuando no ponga a la víctima o a su familia en grave situación económica o se haya realizado abusando de las circunstancias personales de la víctima.;Las respuestas a) y b) son verdaderas.;Las respuestas a) y b) son falsas.;;;
Tema 14;¿Cuál es la pena del delito del artículo 235 del Código Penal?;B;Multa de seis a doce meses y prisión de uno a tres años;Prisión de uno a tres años;Multa de ocho a doce meses;Prisión de uno a cinco años.;;;
Tema 14;El artículo 236 castiga al responsable de un delito de:;C;Robo sin fuerza;Apropiación indebida;Hurto;Robo con fuerza en las cosas;;;
Tema 14;Según el Código Penal, el delito de hurto puede cometerse de los siguientes modos:;B;Doloso o imprudente;Doloso;Imprudente;Doloso, imprudente o negligente lato.;;;
Tema 14;¿Qué pena corresponde para el delito del artículo 236?1?;B;Multa de tres a doce meses y prisión de seis a dieciocho meses;Multa de tres a doce meses;Multa de seis a doce meses;Multa de doce a veinticuatro meses.;;;
Tema 14;¿Qué castiga el contenido del artículo 236?;B;El hurto de uso de vehículo que se convierte en hurto cuando el vehículo no se restituye directa o indirectamente en 48 horas.;El que siendo dueño de una cosa mueble o actuando con el consentimiento de éste, la sustrajere de quien la tenga legítimamente en su poder con perjuicio del mismo o de un tercero siempre que el valor de aquella excediere de 400 euros;Ambas respuestas son acertadas.;El artículo 236 se encuentra en la actualidad sin contenido, tras la reforma de la Ley 15/2007.;;;
Tema 14;Las circunstancias que se pueden dar para cometer el delito de hurto son:;D;Rompimiento de pared, techo o suelo o fractura de puerta o ventana.;Escalamiento;Ambas respuestas son ciertas.;Ambas respuestas son falsas.;;;
